,parcelid,transactiondate,latitude/1e6,longitude/1e6,bedroomcnt,roomcnt,bathroomcnt,calculatedfinishedsquarefeet,lotsizesquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,taxrate,fips,structuretaxvaluedollarcnt,landtaxvaluedollarcnt
0,11721753,2017-07-21,34.03318,-118.355396,3.0,0.0,2.0,1316.0,5672.0,205123.0,1923.0,2627.48,0.012809290035734658,6037.0,41948.0,163175.0
1,11289917,2017-06-23,34.686163,-118.1131,3.0,0.0,2.0,1458.0,8284.0,136104.0,1970.0,2319.9,0.017045053782401693,6037.0,108890.0,27214.0
2,11705026,2017-06-30,33.999877,-118.291863,2.0,0.0,1.0,1421.0,6707.0,35606.0,1911.0,543.69,0.015269617480199968,6037.0,11982.0,23624.0
3,14269464,2017-06-01,33.694636,-117.912245,4.0,0.0,3.0,2541.0,4975.0,880456.0,2003.0,9819.72,0.011152993448849232,6059.0,434887.0,445569.0
4,11446756,2017-08-23,33.87386,-118.338253,3.0,0.0,2.0,1491.0,5000.0,107110.0,1955.0,1399.27,0.013063859583605638,6037.0,60537.0,46573.0
5,11389003,2017-06-01,33.985377,-118.36162,3.0,0.0,2.0,1650.0,7300.0,614000.0,1949.0,7673.19,0.012497052117263843,6037.0,165000.0,449000.0
6,11967869,2017-06-29,34.112946,-118.208106,2.0,0.0,1.0,693.0,2908.0,274237.0,1921.0,3267.47,0.011914767153958072,6037.0,82416.0,191821.0
7,11429175,2017-08-23,33.913851,-118.320941,4.0,0.0,2.0,1655.0,5599.0,164269.0,1955.0,2169.62,0.013207726351289653,6037.0,95628.0,68641.0
8,11696784,2017-06-16,33.991632,-118.328848,0.0,0.0,0.0,1378.0,7500.0,168828.0,,2135.39,0.0126483166299429,6037.0,41137.0,127691.0
9,11921077,2017-07-18,34.125153,-118.08312,3.0,0.0,2.0,1331.0,6246.0,224906.0,1954.0,4086.17,0.01816834588672601,6037.0,89245.0,135661.0
10,11391972,2017-07-20,33.983095,-118.327213,3.0,0.0,2.0,1440.0,4038.0,286062.0,1938.0,6093.88,0.021302654669267503,6037.0,110472.0,175590.0
11,11743374,2017-07-14,34.045457,-118.326659,4.0,0.0,1.0,2427.0,7088.0,519963.0,1912.0,6444.87,0.012394862711385233,6037.0,151704.0,368259.0
12,12870253,2017-07-27,34.087957,-117.722557,3.0,0.0,2.0,1346.0,8596.0,465102.0,1959.0,5627.16,0.012098765432098766,6037.0,141295.0,323807.0
13,11460552,2017-08-29,33.971223,-118.411949,3.0,0.0,2.0,1280.0,6819.0,899750.0,1950.0,10783.39,0.011984873575993331,6037.0,179946.0,719804.0
14,14236060,2017-05-19,33.790751,-117.842099,3.0,7.0,2.0,1668.0,6774.0,196483.0,1976.0,2376.34,0.012094379666434247,6059.0,110980.0,85503.0
15,14365030,2017-05-01,33.67766,-117.628429,3.0,0.0,2.5,1653.0,3090.0,605000.0,1992.0,6185.28,0.010223603305785124,6059.0,170376.0,434624.0
16,14008322,2017-05-18,33.791358,-117.980814,3.0,6.0,1.0,879.0,6000.0,141875.0,1953.0,2015.78,0.014208140969162996,6059.0,32792.0,109083.0
17,11552513,2017-05-17,34.010149,-118.454421,3.0,0.0,2.0,1108.0,6050.0,486866.0,1953.0,5990.5,0.012304206907033969,6037.0,97367.0,389499.0
18,12535098,2017-05-11,33.774139,-118.144313,3.0,0.0,2.0,1947.0,6404.0,388478.0,1923.0,4784.07,0.012314905863395094,6037.0,113785.0,274693.0
19,12443331,2017-08-21,33.886048,-118.134182,3.0,0.0,1.0,1004.0,6317.0,272154.0,1922.0,3307.31,0.012152347567921103,6037.0,64722.0,207432.0
20,12955531,2017-07-11,34.051368,-117.887729,4.0,0.0,3.0,3416.0,16258.0,344328.0,1973.0,4136.13,0.012012180246741479,6037.0,278162.0,66166.0
21,11391577,2017-06-02,33.986778,-118.323284,2.0,0.0,1.0,1061.0,4800.0,31839.0,1923.0,412.48,0.01295518075316436,6037.0,12398.0,19441.0
22,13880422,2017-07-13,33.822887,-117.929517,3.0,5.0,2.0,1306.0,7300.0,203480.0,1963.0,2543.86,0.01250176921564773,6059.0,76886.0,126594.0
23,12814323,2017-06-29,33.994472,-117.938018,3.0,0.0,2.0,1632.0,6040.0,499402.0,1970.0,5921.67,0.011857521595828611,6037.0,172281.0,327121.0
24,10976131,2017-05-31,34.295034,-118.43582,3.0,0.0,3.0,2768.0,34309.0,151340.0,1951.0,2373.63,0.0156840888066605,6037.0,73911.0,77429.0
25,12057023,2017-06-30,34.172421,-118.276586,3.0,0.0,3.0,2392.0,7452.0,845708.0,1963.0,9310.38,0.011008977093748668,6037.0,279357.0,566351.0
26,11187927,2017-06-14,34.588035,-118.15744,3.0,0.0,2.0,1088.0,12355.0,130679.0,1955.0,2228.31,0.01705178337758936,6037.0,84534.0,46145.0
27,11451345,2017-08-25,33.87335,-118.314907,3.0,0.0,2.0,1157.0,5078.0,85692.0,1954.0,1147.37,0.013389464594127804,6037.0,39948.0,45744.0
28,10984661,2017-07-31,34.275185,-118.396891,3.0,0.0,2.0,1386.0,7675.0,52560.0,1957.0,777.51,0.014792808219178081,6037.0,39948.0,12612.0
29,12196319,2017-08-01,33.971917,-118.248839,2.0,0.0,1.0,728.0,3885.0,75227.0,1921.0,1471.8,0.01956478392066678,6037.0,24486.0,50741.0
30,11367981,2017-05-22,34.776588,-117.954606,3.0,0.0,2.0,1191.0,941333.0,164685.0,1935.0,2169.02,0.013170719859124996,6037.0,80627.0,84058.0
31,11312124,2017-06-01,34.667394,-118.109445,3.0,0.0,2.0,1358.0,7984.0,168626.0,1991.0,3107.95,0.01843102487160936,6037.0,144588.0,24038.0
32,12035592,2017-08-22,34.105751,-118.304086,5.0,0.0,3.0,4048.0,38107.0,2673077.0,1922.0,32411.31,0.01212509403956564,6037.0,311854.0,2361223.0
33,13071085,2017-06-09,34.034737,-117.773314,4.0,0.0,3.0,2291.0,6458.0,397616.0,1980.0,5284.09,0.013289430002816788,6037.0,211533.0,186083.0
34,10732347,2017-07-25,34.176023,-118.614205,4.0,0.0,2.0,2115.0,12714.0,115306.0,1960.0,1613.84,0.013996149376441815,6037.0,81366.0,33940.0
35,10722858,2017-07-28,34.195746,-118.624097,4.0,0.0,2.0,1570.0,7977.0,373282.0,1960.0,4619.79,0.012376139219142632,6037.0,223970.0,149312.0
36,12114701,2017-08-25,34.154107,-118.125089,2.0,0.0,1.0,918.0,5393.0,374368.0,1908.0,4406.57,0.011770690871014617,6037.0,74869.0,299499.0
37,13083743,2017-05-25,34.010864,-117.900894,3.0,0.0,2.0,1050.0,5927.0,259334.0,1960.0,3345.78,0.012901432129994525,6037.0,77118.0,182216.0
38,17086759,2017-07-13,34.281397,-119.21822,3.0,6.0,2.0,1373.0,7000.0,62048.0,1957.0,703.0,0.011329938112429086,6111.0,45526.0,16522.0
39,13921492,2017-06-30,33.83012,-117.894336,4.0,7.0,2.0,1485.0,8001.0,63338.0,1959.0,974.9,0.015392023745618743,6059.0,40539.0,22799.0
40,11969146,2017-08-22,34.125701,-118.224289,3.0,0.0,1.0,1716.0,6881.0,44455.0,1928.0,690.81,0.01553953436058936,6037.0,31843.0,12612.0
41,12178305,2017-07-25,34.243009,-118.239539,5.0,0.0,3.0,3048.0,9436.0,1150000.0,1967.0,12741.62,0.011079669565217392,6037.0,460000.0,690000.0
42,11289757,2017-08-30,34.688732,-118.119712,3.0,0.0,2.0,2092.0,12159.0,217006.0,1956.0,3221.12,0.014843460549477895,6037.0,186730.0,30276.0
43,11961462,2017-08-23,34.126119,-118.232483,2.0,0.0,1.0,1184.0,6499.0,46336.0,1927.0,603.88,0.013032631215469614,6037.0,34354.0,11982.0
44,12492881,2017-06-15,33.826579,-118.110974,3.0,0.0,2.0,1569.0,5250.0,73054.0,1954.0,1206.4,0.016513811700933557,6037.0,38700.0,34354.0
45,12285822,2017-07-28,33.900183,-118.21448,2.0,0.0,2.0,1069.0,5942.0,44826.0,1938.0,997.56,0.02225404898942578,6037.0,28701.0,16125.0
46,12519794,2017-08-16,33.793913,-118.09671,4.0,0.0,2.0,1382.0,5748.0,185483.0,1953.0,2414.53,0.013017527212736479,6037.0,82239.0,103244.0
47,14092694,2017-07-10,33.764414,-118.010525,3.0,6.0,2.0,1255.0,7200.0,188730.0,1955.0,2586.54,0.013704975361627722,6059.0,73768.0,114962.0
48,12749741,2017-05-31,33.896032,-118.022505,3.0,0.0,2.0,1285.0,6840.0,82374.0,1954.0,1315.15,0.01596559594046665,6037.0,50713.0,31661.0
49,11797465,2017-08-08,34.045864,-118.22244,2.0,0.0,1.0,865.0,3497.0,280000.0,1906.0,3458.73,0.012352607142857143,6037.0,65000.0,215000.0
50,11733550,2017-08-18,34.026203,-118.344811,4.0,0.0,1.0,1356.0,5199.0,37019.0,1925.0,532.7,0.014389907885140064,6037.0,17578.0,19441.0
51,10779619,2017-08-28,34.182398,-118.525176,3.0,0.0,3.0,2057.0,5505.0,639607.0,1968.0,2562.42,0.00400624133256828,6037.0,255843.0,383764.0
52,11917650,2017-08-11,34.075154,-118.083442,4.0,0.0,3.0,1502.0,8913.0,257446.0,1926.0,3366.73,0.013077422061325481,6037.0,112947.0,144499.0
53,14012730,2017-08-08,33.810545,-118.019393,4.0,7.0,1.5,1973.0,6000.0,80102.0,1958.0,1148.76,0.014341214950937554,6059.0,57152.0,22950.0
54,14430658,2017-08-25,33.464871,-117.708857,0.0,0.0,0.0,,16049.0,5346951.0,,82484.04,0.015426369158797228,6059.0,2765222.0,2581729.0
55,11830465,2017-08-17,34.024631,-118.156931,3.0,0.0,1.0,1308.0,5164.0,219078.0,1930.0,3108.41,0.014188599494244059,6037.0,113995.0,105083.0
56,17165634,2017-08-01,34.183847,-119.180914,6.0,9.0,2.0,2526.0,6552.0,94344.0,1950.0,1082.46,0.011473543627575682,6111.0,79767.0,14577.0
57,10811539,2017-08-30,34.146165,-118.60251,4.0,0.0,4.0,2806.0,11138.0,708607.0,1967.0,8760.58,0.01236310112657651,6037.0,141718.0,566889.0
58,12048224,2017-06-15,34.203638,-118.227999,3.0,0.0,1.0,1260.0,6640.0,466127.0,1923.0,5151.64,0.01105200943090617,6037.0,30581.0,435546.0
59,14010551,2017-08-11,33.775885,-117.982761,3.0,6.0,1.0,1934.0,14018.0,382158.0,1939.0,4781.2,0.012511055636673835,6059.0,51265.0,330893.0
60,12811794,2017-07-21,34.03941,-117.992144,2.0,0.0,1.0,959.0,43314.0,66488.0,1923.0,1246.35,0.018745487907592347,6037.0,50456.0,16032.0
61,12347492,2017-08-31,33.90912,-118.119396,3.0,0.0,2.0,1560.0,5396.0,465101.0,1954.0,5826.88,0.012528203551486667,6037.0,93016.0,372085.0
62,12941764,2017-08-09,34.058333,-117.9637,3.0,0.0,2.0,1353.0,6521.0,246816.0,1956.0,3378.03,0.013686430377285104,6037.0,147787.0,99029.0
63,10871677,2017-06-01,34.215141,-118.417802,3.0,0.0,1.0,1102.0,7301.0,206623.0,1955.0,2601.94,0.012592692972224777,6037.0,60390.0,146233.0
64,14257065,2017-07-25,33.7391,-117.835,2.0,4.0,1.5,1080.0,540.0,137444.0,1964.0,1929.18,0.014036116527458457,6059.0,50833.0,86611.0
65,11499751,2017-08-17,33.88492,-118.387588,5.0,0.0,3.0,2259.0,7501.0,119245.0,1964.0,1562.52,0.013103442492347687,6037.0,59212.0,60033.0
66,11603473,2017-07-05,34.044689,-118.394596,4.0,0.0,3.0,3588.0,9601.0,142693.0,1951.0,2007.31,0.014067333366037577,6037.0,76441.0,66252.0
67,11958628,2017-08-29,34.096115,-118.225026,3.0,0.0,1.0,927.0,5197.0,46933.0,1910.0,588.64,0.012542134532205484,6037.0,18998.0,27935.0
68,12118682,2017-08-30,34.155605,-118.106731,4.0,0.0,2.0,2121.0,7972.0,74714.0,1924.0,1128.2,0.015100248949326767,6037.0,50093.0,24621.0
69,11056104,2017-05-01,34.252793,-118.491981,3.0,0.0,3.0,1572.0,7764.0,404060.0,1961.0,4934.43,0.01221212196208484,6037.0,156337.0,247723.0
70,11503172,2017-05-01,33.891389,-118.403631,4.0,0.0,3.0,3041.0,5201.0,245311.0,1949.0,2963.65,0.012081194891382775,6037.0,179059.0,66252.0
71,11993956,2017-05-01,34.082355,-118.328029,3.0,0.0,2.0,1692.0,5968.0,649169.0,1923.0,8063.11,0.0124206639565352,6037.0,129831.0,519338.0
72,11054736,2017-05-01,34.236779,-118.484945,4.0,0.0,2.0,1611.0,7240.0,89640.0,1956.0,1144.73,0.012770303435966086,6037.0,72684.0,16956.0
73,11206210,2017-05-01,34.567312,-118.062744,2.0,0.0,2.0,1078.0,7202.0,124006.0,1985.0,2290.48,0.018470719158750384,6037.0,99207.0,24799.0
74,12563708,2017-05-01,33.879292,-118.193757,3.0,0.0,2.0,1476.0,5901.0,58143.0,1948.0,881.04,0.015152984882101025,6037.0,40982.0,17161.0
75,13857433,2017-05-01,33.936869,-117.940631,2.0,5.0,1.0,1387.0,5775.0,280967.0,1951.0,3401.88,0.012107756426911346,6059.0,101931.0,179036.0
76,13839883,2017-05-01,33.742561,-117.888126,3.0,6.0,2.0,1426.0,6360.0,364081.0,1955.0,4409.28,0.012110711627357648,6059.0,60429.0,303652.0
77,11206381,2017-05-01,34.558439,-118.063239,3.0,0.0,3.0,1732.0,10852.0,174459.0,1986.0,3028.09,0.0173570294453138,6037.0,139569.0,34890.0
78,12482839,2017-05-01,33.855862,-118.118537,4.0,0.0,2.0,1622.0,4992.0,300777.0,1951.0,3912.97,0.013009538628286072,6037.0,149444.0,151333.0
79,14054846,2017-05-01,33.673019,-117.957854,3.0,5.0,1.5,1122.0,858.0,199838.0,1963.0,2418.9,0.012104304486634174,6059.0,57105.0,142733.0
80,13989370,2017-05-01,33.823693,-117.972817,3.0,6.0,1.5,1125.0,7920.0,84341.0,1955.0,1195.28,0.014171992269477478,6059.0,58708.0,25633.0
81,14482667,2017-05-01,33.641471,-117.568151,4.0,0.0,3.5,3137.0,7475.0,600238.0,1989.0,6131.32,0.010214814790133246,6059.0,362862.0,237376.0
82,14286211,2017-05-01,33.725441,-117.820212,5.0,8.0,2.5,2531.0,5350.0,122618.0,1968.0,1694.88,0.013822440424733727,6059.0,92935.0,29683.0
83,10924250,2017-05-01,34.211427,-118.364453,3.0,0.0,1.0,1448.0,8040.0,352291.0,1948.0,4275.09,0.012135109894944804,6037.0,101525.0,250766.0
84,14174538,2017-05-01,33.899853,-117.872914,4.0,7.0,2.0,1560.0,8370.0,311209.0,1963.0,3729.48,0.011983843654907152,6059.0,82242.0,228967.0
85,10885672,2017-05-01,34.187722,-118.423373,4.0,0.0,2.0,1344.0,9291.0,85677.0,1949.0,1104.82,0.012895176068256357,6037.0,50162.0,35515.0
86,12484642,2017-05-01,33.849807,-118.117146,3.0,0.0,1.0,1122.0,5202.0,444000.0,1950.0,5548.73,0.012497139639639639,6037.0,92000.0,352000.0
87,12739947,2017-05-01,33.909163,-118.027452,2.0,0.0,2.0,1445.0,6398.0,529000.0,1959.0,6692.25,0.012650756143667296,6037.0,167000.0,362000.0
88,14472456,2017-05-01,33.594334,-117.648764,4.0,0.0,3.5,3259.0,6450.0,901542.0,1992.0,8724.3,0.009677086591639657,6059.0,341044.0,560498.0
89,11513448,2017-05-01,33.859142,-118.399597,5.0,0.0,6.0,3540.0,2435.0,8000000.0,1953.0,83955.53,0.01049444125,6037.0,3416000.0,4584000.0
90,13844056,2017-05-01,33.727445,-117.880258,3.0,7.0,1.0,1335.0,6250.0,63192.0,1950.0,1049.18,0.016603051019116345,6059.0,30285.0,32907.0
91,14053136,2017-05-01,33.676371,-117.9712,4.0,6.0,2.0,1914.0,7000.0,414743.0,1963.0,4729.32,0.011403013432414772,6059.0,129018.0,285725.0
92,14175466,2017-05-01,33.900985,-117.887039,3.0,0.0,4.0,3324.0,5800.0,709615.0,1998.0,7957.48,0.011213799031869393,6059.0,437179.0,272436.0
93,12846559,2017-05-01,33.978303,-117.905418,4.0,0.0,3.0,2610.0,8969.0,710674.0,1995.0,8752.83,0.012316237824938016,6037.0,344677.0,365997.0
94,13837417,2017-05-01,33.768725,-117.86214,2.0,5.0,1.0,987.0,7350.0,357144.0,1937.0,4253.64,0.01191015388750756,6059.0,38446.0,318698.0
95,14280254,2017-05-01,33.639178,-117.913584,2.0,7.0,1.0,1114.0,6561.0,524529.0,1939.0,6159.04,0.011742039048365295,6059.0,46675.0,477854.0
96,13842033,2017-05-01,33.735228,-117.871099,2.0,5.0,1.0,914.0,7280.0,39917.0,1920.0,789.28,0.01977302903524814,6059.0,11913.0,28004.0
97,14056849,2017-05-01,33.676405,-117.9799,4.0,8.0,3.0,1976.0,6000.0,468642.0,1977.0,5369.16,0.011456847657700334,6059.0,183975.0,284667.0
98,14173678,2017-05-01,33.910315,-117.873239,4.0,0.0,2.5,2101.0,3582.0,567655.0,2001.0,6772.14,0.011930027921889175,6059.0,242750.0,324905.0
99,12614763,2017-05-01,33.820192,-118.331979,3.0,0.0,2.0,1641.0,6000.0,130161.0,1960.0,1666.61,0.012804219389832592,6037.0,65359.0,64802.0
100,11206504,2017-05-01,34.564992,-118.059551,3.0,0.0,3.0,2149.0,7405.0,211886.0,1989.0,3441.14,0.01624052556563435,6037.0,174455.0,37431.0
101,13894337,2017-05-01,33.590049,-117.863575,3.0,5.0,3.5,4511.0,11440.0,5422228.0,2008.0,57183.3,0.010546089172200063,6059.0,962016.0,4460212.0
102,10827194,2017-05-01,34.197707,-118.4318,4.0,0.0,2.0,1576.0,6052.0,82375.0,1952.0,1046.08,0.012698998482549316,6037.0,52165.0,30210.0
103,11289836,2017-05-01,34.687407,-118.116832,4.0,0.0,2.0,1700.0,6151.0,194600.0,1969.0,3099.72,0.015928674203494347,6037.0,145900.0,48700.0
104,11288389,2017-05-01,34.717132,-118.141773,4.0,0.0,2.0,1591.0,5878.0,87378.0,1990.0,1964.11,0.022478312618736982,6037.0,69903.0,17475.0
105,11166665,2017-05-01,34.401974,-118.548808,3.0,0.0,2.0,1530.0,4715.0,465989.0,1980.0,6345.94,0.013618218455800458,6037.0,176558.0,289431.0
106,13935796,2017-05-01,33.794884,-117.933145,4.0,9.0,2.5,2019.0,7192.0,75126.0,1955.0,1106.88,0.014733647472246628,6059.0,52482.0,22644.0
107,10957128,2017-05-01,34.171099,-118.341397,3.0,0.0,2.0,1205.0,6789.0,443008.0,1946.0,4865.23,0.010982262171337763,6037.0,138017.0,304991.0
108,11287385,2017-05-01,34.712133,-118.145944,4.0,0.0,2.0,1370.0,5997.0,121927.0,1957.0,2231.08,0.018298490080129914,6037.0,91497.0,30430.0
109,17208785,2017-05-01,34.257434,-118.872795,5.0,11.0,7.5,6278.0,889495.0,1389230.0,1998.0,15101.52,0.010870424623712417,6111.0,557044.0,832186.0
110,14100525,2017-05-01,33.796579,-118.016463,2.0,6.0,1.5,1142.0,2472.0,192248.0,1974.0,2341.24,0.01217822812200907,6059.0,100172.0,92076.0
111,12792562,2017-05-01,33.931035,-118.024801,3.0,0.0,2.0,1692.0,6400.0,240173.0,1953.0,3042.5,0.012667951851373802,6037.0,126933.0,113240.0
112,14224435,2017-05-01,33.826445,-117.844252,4.0,7.0,2.0,1909.0,10000.0,551273.0,1962.0,6043.06,0.010962009748346102,6059.0,106012.0,445261.0
113,10867744,2017-05-01,34.137108,-118.489806,6.0,0.0,4.0,4105.0,18643.0,397335.0,1969.0,5138.06,0.012931304818352272,6037.0,306785.0,90550.0
114,13909504,2017-05-01,33.83591,-117.990185,3.0,8.0,3.0,2323.0,5600.0,426415.0,1985.0,5043.06,0.011826647749258352,6059.0,208747.0,217668.0
115,12462465,2017-05-01,33.829777,-118.170747,2.0,0.0,2.0,1766.0,6139.0,203113.0,1939.0,2486.26,0.012240772377937406,6037.0,92504.0,110609.0
116,12265744,2017-05-01,33.906378,-118.247956,3.0,0.0,1.0,1493.0,5143.0,304000.0,1951.0,5363.37,0.01764266447368421,6037.0,61000.0,243000.0
117,14185262,2017-05-01,33.866614,-117.810511,4.0,7.0,2.0,1767.0,5400.0,554788.0,1966.0,6299.18,0.011354210977887049,6059.0,133279.0,421509.0
118,11033823,2017-05-01,34.232332,-118.440842,3.0,0.0,1.0,1014.0,7470.0,329298.0,1949.0,4132.95,0.012550789862070222,6037.0,92990.0,236308.0
119,12460440,2017-05-01,33.844588,-118.177449,2.0,0.0,1.0,1268.0,7539.0,309098.0,1949.0,3762.96,0.012174003066988463,6037.0,49607.0,259491.0
120,12752649,2017-05-01,33.899604,-117.988204,3.0,0.0,3.0,2020.0,6913.0,120877.0,1957.0,1801.99,0.014907633379385657,6037.0,89007.0,31870.0
121,14217005,2017-05-01,33.835055,-117.78206,3.0,0.0,2.5,1398.0,6732.0,501586.0,1987.0,5128.66,0.010224886659516015,6059.0,143213.0,358373.0
122,13973341,2017-05-01,33.73795,-117.885546,3.0,6.0,1.5,1463.0,6042.0,47572.0,1955.0,874.76,0.0183881274699403,6059.0,27911.0,19661.0
123,12400532,2017-05-01,33.949962,-118.103561,3.0,0.0,1.0,1135.0,7411.0,405844.0,1951.0,4956.25,0.0122122046894866,6037.0,95887.0,309957.0
124,12779665,2017-05-01,33.988366,-118.029154,3.0,0.0,3.0,1912.0,7509.0,613000.0,1988.0,7620.79,0.012431957585644372,6037.0,222000.0,391000.0
125,11553985,2017-05-01,34.010125,-118.435527,2.0,0.0,2.0,1581.0,9589.0,526237.0,1941.0,6513.41,0.012377331886583421,6037.0,151551.0,374686.0
126,11016174,2017-05-01,34.281468,-118.498538,4.0,0.0,2.0,1545.0,7586.0,529000.0,1957.0,6454.32,0.012200982986767485,6037.0,105800.0,423200.0
127,12767272,2017-05-01,34.055217,-118.02714,3.0,0.0,2.0,1612.0,7569.0,240155.0,1941.0,3904.88,0.01625983219170952,6037.0,112596.0,127559.0
128,10816453,2017-05-01,34.158144,-118.51985,3.0,0.0,3.0,2388.0,8399.0,925806.0,1951.0,11212.58,0.012111155036800367,6037.0,373651.0,552155.0
129,13955211,2017-05-01,33.753482,-117.952065,4.0,7.0,2.0,1975.0,6000.0,273372.0,1963.0,3669.92,0.01342463749030625,6059.0,83101.0,190271.0
130,11281518,2017-05-01,34.667978,-118.163749,2.0,0.0,2.0,1317.0,9049.0,86578.0,1955.0,1814.04,0.020952666959273718,6037.0,69263.0,17315.0
